date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:14:50	1713/1713	---M--	200	added ('OK')	image/png	etag:%2257d94575-6b1%22	http://cdn.kendostatic.com/2014.2.716/styles/textures/hue.png	C:/My%20Web%20Sites/AngularJS/cdn.kendostatic.com/2014.2.716/styles/textures/hue.png	(from http://cdn.kendostatic.com/2014.2.716/styles/kendo.common.min.css)
16:14:50	11054/11054	---M--	200	added ('OK')	image/png	etag:%2257d94575-2b2e%22	http://cdn.kendostatic.com/2014.2.716/styles/Flat/sprite.png	C:/My%20Web%20Sites/AngularJS/cdn.kendostatic.com/2014.2.716/styles/Flat/sprite.png	(from http://cdn.kendostatic.com/2014.2.716/styles/kendo.flat.min.css)
16:14:50	567/567	---M--	200	added ('OK')	image/gif	etag:%2257d94575-237%22	http://cdn.kendostatic.com/2014.2.716/styles/Flat/loading.gif	C:/My%20Web%20Sites/AngularJS/cdn.kendostatic.com/2014.2.716/styles/Flat/loading.gif	(from http://cdn.kendostatic.com/2014.2.716/styles/kendo.flat.min.css)
16:14:51	1611/1611	---M--	200	added ('OK')	image/gif	etag:%2257d94575-64b%22	http://cdn.kendostatic.com/2014.2.716/styles/Flat/loading-image.gif	C:/My%20Web%20Sites/AngularJS/cdn.kendostatic.com/2014.2.716/styles/Flat/loading-image.gif	(from http://cdn.kendostatic.com/2014.2.716/styles/kendo.flat.min.css)
16:14:52	799/799	---M--	200	added ('OK')	image/gif	etag:%2257d94575-31f%22	http://cdn.kendostatic.com/2014.2.716/styles/Flat/indeterminate.gif	C:/My%20Web%20Sites/AngularJS/cdn.kendostatic.com/2014.2.716/styles/Flat/indeterminate.gif	(from http://cdn.kendostatic.com/2014.2.716/styles/kendo.flat.min.css)
16:14:52	73/73	---M--	200	added ('OK')	image/gif	etag:%2257d94575-49%22	http://cdn.kendostatic.com/2014.2.716/styles/Flat/slider-h.gif	C:/My%20Web%20Sites/AngularJS/cdn.kendostatic.com/2014.2.716/styles/Flat/slider-h.gif	(from http://cdn.kendostatic.com/2014.2.716/styles/kendo.flat.min.css)
16:14:53	73/73	---M--	200	added ('OK')	image/gif	etag:%2257d94575-49%22	http://cdn.kendostatic.com/2014.2.716/styles/Flat/slider-v.gif	C:/My%20Web%20Sites/AngularJS/cdn.kendostatic.com/2014.2.716/styles/Flat/slider-v.gif	(from http://cdn.kendostatic.com/2014.2.716/styles/kendo.flat.min.css)
16:14:54	6215/6215	---M--	200	added ('OK')	image/png	etag:%2257d94575-1847%22	http://cdn.kendostatic.com/2014.2.716/styles/Flat/imagebrowser.png	C:/My%20Web%20Sites/AngularJS/cdn.kendostatic.com/2014.2.716/styles/Flat/imagebrowser.png	(from http://cdn.kendostatic.com/2014.2.716/styles/kendo.flat.min.css)
16:14:54	25884/25884	---M--	200	added ('OK')	image/png	etag:%2257d94575-651c%22	http://cdn.kendostatic.com/2014.2.716/styles/Flat/sprite_2x.png	C:/My%20Web%20Sites/AngularJS/cdn.kendostatic.com/2014.2.716/styles/Flat/sprite_2x.png	(from http://cdn.kendostatic.com/2014.2.716/styles/kendo.flat.min.css)
16:14:55	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:44:55%20GMT	https://hello-angularjs.appspot.com/n	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/n.57.delayed	(from http://cdn.kendostatic.com/2014.2.716/js/kendo.all.min.js)
16:14:59	194/194	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202017%2010:44:58%20GMT	https://hello-angularjs.appspot.com/POST	C:/My%20Web%20Sites/AngularJS/hello-angularjs.appspot.com/POST.58.delayed	(from http://cdn.kendostatic.com/2014.2.716/js/kendo.all.min.js)
